round,pickInRound,overallPick,teamId,teamAbbrev,teamLogoLight,teamLogoDark,teamPickHistory,positionCode,countryCode,height,weight,amateurLeague,amateurClubName,year,scrapedOn,source,teamName.default,teamName.fr,teamCommonName.default,teamPlaceNameWithPreposition.default,teamPlaceNameWithPreposition.fr,displayAbbrev.default,firstName.default,lastName.default,teamCommonName.fr
3,8,72,24,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,ANA,C,CAN,72,170,OHL,London,2025,2026-01-02T20:32:03.315224,NHL Draft API,Anaheim Ducks,Ducks d'Anaheim,Ducks,Anaheim,d'Anaheim,ANA,Noah,Read,
3,9,73,5,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,PIT,D,USA,73,200,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,Pittsburgh,de Pittsburgh,PIT,Charlton,Trethewey,
3,10,74,2,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,NYI,C,CAN,72,177,OHL,Kitchener,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Islanders,Islanders de New York,Islanders,New York,de New York,NYI,Luca,Romano,
3,11,75,17,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,NYR-UTA-DET,G,SVK,77,199,USHL,Tri-City,2025,2026-01-02T20:32:03.315224,NHL Draft API,Detroit Red Wings,Red Wings de Detroit,Red Wings,Detroit,de Detroit,DET,Michal,Pradel,
3,12,76,29,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,https://assets.nhle.com/logos/nhl/svg/CBJ_dark.svg,DET-CBJ,D,SWE,75,195,SWEDEN-JR.,Farjestad Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,Columbus,de Columbus,CBJ,Malte,Vass,
3,13,77,21,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,https://assets.nhle.com/logos/nhl/svg/COL_dark.svg,CBJ-COL,D,CAN,73,180,H-EAST,U. Mass.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Colorado Avalanche,Avalanche du Colorado,Avalanche,Colorado,du Colorado,COL,Francesco,Dell'elce,
3,14,78,68,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg?season=20252026,UTA,LW,CZE,76,192,CZECHIA-JR.,C. Budejovice Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Utah Mammoth,Mammoth de l'Utah,Mammoth,Utah,de l'Utah,UTA,Stepan,Hoch,
3,15,79,6,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_dark.svg,VAN-MTL-BOS,LW,USA,73,180,HIGH-MN,Shakopee,2025,2026-01-02T20:32:03.315224,NHL Draft API,Boston Bruins,Bruins de Boston,Bruins,Boston,de Boston,BOS,Cooper,Simpson,
3,16,80,20,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,https://assets.nhle.com/logos/nhl/svg/CGY_dark.svg,CGY,D,USA,78,233,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Calgary Flames,Flames de Calgary,Flames,Calgary,de Calgary,CGY,Maceo,Phillips,
3,17,81,8,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,MTL,D,CAN,73,183,WHL,Medicine Hat,2025,2026-01-02T20:32:03.315224,NHL Draft API,Montréal Canadiens,Canadiens de Montréal,Canadiens,Montréal,de Montréal,MTL,Bryce,Pickford,
3,18,82,8,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,NJD-MTL,G,BLR,76,194,RUSSIA-JR.,Tyumen Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Montréal Canadiens,Canadiens de Montréal,Canadiens,Montréal,de Montréal,MTL,Arseni,Radkov,
3,19,83,22,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,STL-EDM,RW,CAN,72,175,WHL,Kamloops,2025,2026-01-02T20:32:03.315224,NHL Draft API,Edmonton Oilers,Oilers d'Edmonton,Oilers,Edmonton,d'Edmonton,EDM,Tommy,Lafreniere,
3,20,84,5,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,MIN-PHI-NSH-PIT,G,CAN,76,211,QMJHL,Victoriaville,2025,2026-01-02T20:32:03.315224,NHL Draft API,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,Pittsburgh,de Pittsburgh,PIT,Gabriel,D'Aigle,
3,21,85,54,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,https://assets.nhle.com/logos/nhl/svg/VGK_dark.svg,OTT-STL-PIT-VGK,C,CAN,72,166,QMJHL,Blainville-Boisbriand,2025,2026-01-02T20:32:03.315224,NHL Draft API,Vegas Golden Knights,Golden Knights de Vegas,Golden Knights,Vegas,de Vegas,VGK,Mateo,Nobert,
3,22,86,10,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,COL-NSH-SJS-TOR,C,CAN,73,184,OHL,Kingston,2025,2026-01-02T20:32:03.315224,NHL Draft API,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,Toronto,de Toronto,TOR,Tyler,Hopkins,
3,23,87,12,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,https://assets.nhle.com/logos/nhl/svg/CAR_dark.svg,TBL-CAR,D,RUS,77,179,RUSSIA-JR.,Dynamo St. Petersburg Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,Carolina,de la Caroline,CAR,Roman,Bausov,
3,24,88,26,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,LAK,LW,USA,72,180,OHL,Saginaw,2025,2026-01-02T20:32:03.315224,NHL Draft API,Los Angeles Kings,Kings de Los Angeles,Kings,Los Angeles,de Los Angeles,LAK,Kristian,Epperson,
3,25,89,3,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,TOR-ANA-NYR,D,RUS,72,156,RUSSIA-JR.,Magnitogorsk Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Rangers,Rangers de New York,Rangers,New York,de New York,NYR,Artyom,Gonchar,
3,26,90,1,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,VGK-NJD,C,USA,74,192,USHL,Madison,2025,2026-01-02T20:32:03.315224,NHL Draft API,New Jersey Devils,Devils du New Jersey,Devils,New Jersey,du New Jersey,NJD,Mason,Moe,
3,27,91,5,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,WSH-VGK-PIT,D,CAN,75,202,USHL,Waterloo,2025,2026-01-02T20:32:03.315224,NHL Draft API,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,Pittsburgh,de Pittsburgh,PIT,Brady,Peddle,
3,28,92,52,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,https://assets.nhle.com/logos/nhl/svg/WPG_dark.svg,WPG,C,CAN,72,185,WHL,Spokane,2025,2026-01-02T20:32:03.315224,NHL Draft API,Winnipeg Jets,Jets de Winnipeg,Jets,Winnipeg,de Winnipeg,WPG,Owen,Martin,
3,29,93,9,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,CAR-WSH-OTT,RW,USA,75,205,HIGH-MN,Stillwater,2025,2026-01-02T20:32:03.315224,NHL Draft API,Ottawa Senators,Sénateurs d'Ottawa,Senators,Ottawa,d'Ottawa,OTT,Blake,Vanek,Sénateurs
3,30,94,25,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,DAL,RW,CAN,68,160,WHL,Vancouver,2025,2026-01-02T20:32:03.315224,NHL Draft API,Dallas Stars,Stars de Dallas,Stars,Dallas,de Dallas,DAL,Cameron,Schmidt,
3,31,95,28,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,EDM-SJS,C,USA,73,210,USHL,Chicago,2025,2026-01-02T20:32:03.315224,NHL Draft API,San Jose Sharks,Sharks de San Jose,Sharks,San Jose,de San Jose,SJS,Teddy,Mutryn,
3,32,96,15,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_dark.svg,FLA-OTT-WSH,LW,DEU,76,182,GERMANY,Eisbaren Berlin,2025,2026-01-02T20:32:03.315224,NHL Draft API,Washington Capitals,Capitals de Washington,Capitals,Washington,de Washington,WSH,Maxim,Schafer,
4,1,97,9,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,SJS-OTT,G,CAN,74,182,QMJHL,Baie Comeau,2025,2026-01-02T20:32:03.315224,NHL Draft API,Ottawa Senators,Sénateurs d'Ottawa,Senators,Ottawa,d'Ottawa,OTT,Lucas,Beckman,Sénateurs
4,2,98,16,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_dark.svg,CHI,C,DEU,74,190,QMJHL,Moncton,2025,2026-01-02T20:32:03.315224,NHL Draft API,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,Chicago,de Chicago,CHI,Julius,Sumpf,
4,3,99,1,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,NSH-NJD,G,CAN,80,205,CCHL,Kemptville,2025,2026-01-02T20:32:03.315224,NHL Draft API,New Jersey Devils,Devils du New Jersey,Devils,New Jersey,du New Jersey,NJD,Trenten,Bennett,
4,4,100,6,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_dark.svg,PHI-TOR-BOS,D,USA,76,183,SWE-JR. U18,TROJA-LJUNGBY U18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Boston Bruins,Bruins de Boston,Bruins,Boston,de Boston,BOS,Vashek,Blanar,
4,5,101,24,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,BOS-DET-ANA,D,USA,72,178,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Anaheim Ducks,Ducks d'Anaheim,Ducks,Anaheim,d'Anaheim,ANA,Drew,Schock,
4,6,102,30,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,SEA-MIN,C,CZE,68,164,USHL,Youngstown,2025,2026-01-02T20:32:03.315224,NHL Draft API,Minnesota Wild,Wild du Minnesota,Wild,Minnesota,du Minnesota,MIN,Adam,Benak,
4,7,103,7,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,BUF,C,ITA,76,180,CZECHIA-JR.,Slavia Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Buffalo Sabres,Sabres de Buffalo,Sabres,Buffalo,de Buffalo,BUF,Matous,Kucharcik,
4,8,104,24,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,ANA-NYR-ANA,G,CHE,77,199,SWISS-JR.,Fribourg Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Anaheim Ducks,Ducks d'Anaheim,Ducks,Anaheim,d'Anaheim,ANA,Elijah,Neuenschwander,
4,9,105,5,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,PIT,RW,USA,71,175,OHL,Sault Ste. Marie,2025,2026-01-02T20:32:03.315224,NHL Draft API,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,Pittsburgh,de Pittsburgh,PIT,Travis,Hayes,
4,10,106,2,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,NYI,LW,CZE,74,206,FINLAND,Pelicans,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Islanders,Islanders de New York,Islanders,New York,de New York,NYI,Tomas,Poletin,
4,11,107,16,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_dark.svg,NYR-CHI,LW,CAN,76,222,OHL,Brantford,2025,2026-01-02T20:32:03.315224,NHL Draft API,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,Chicago,de Chicago,CHI,Parker,Holmes,
4,12,108,14,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,https://assets.nhle.com/logos/nhl/svg/TBL_dark.svg,DET-MTL-BOS-TBL,C,FIN,72,174,FINLAND,Tappara,2025,2026-01-02T20:32:03.315224,NHL Draft API,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,Tampa Bay,de Tampa Bay,TBL,Benjamin,Rautiainen,
4,13,109,17,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,CBJ-DET,RW,USA,72,173,HIGH-MN,Champlin Park,2025,2026-01-02T20:32:03.315224,NHL Draft API,Detroit Red Wings,Red Wings de Detroit,Red Wings,Detroit,de Detroit,DET,Brent,Solomon,
4,14,110,68,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg?season=20252026,UTA,RW,BLR,73,180,RUSSIA,Minsk,2025,2026-01-02T20:32:03.315224,NHL Draft API,Utah Mammoth,Mammoth de l'Utah,Mammoth,Utah,de l'Utah,UTA,Yegor,Borikov,
4,15,111,3,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,VAN-COL-NYR,C,NOR,71,187,SWEDEN-JR.,Farjestad Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Rangers,Rangers de New York,Rangers,New York,de New York,NYR,Mikkel,Eriksen,
4,16,112,13,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,CGY-FLA,LW,DNK,74,194,SWEDEN-JR.,Frolunda Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Florida Panthers,Panthers de la Floride,Panthers,Florida,de la Floride,FLA,Mads Kongsbak,Klyvo,
4,17,113,8,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,MTL,C,USA,68,160,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Montréal Canadiens,Canadiens de Montréal,Canadiens,Montréal,de Montréal,MTL,John,Mooney,
4,18,114,1,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,NJD,C,SWE,74,174,SWEDEN-JR.,Brynas Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,New Jersey Devils,Devils du New Jersey,Devils,New Jersey,du New Jersey,NJD,Gustav,Hillstrom,
4,19,115,28,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,STL-CBJ-SJS,D,RUS,74,176,RUSSIA-JR.,Yaroslavl Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,San Jose Sharks,Sharks de San Jose,Sharks,San Jose,de San Jose,SJS,Ilyas,Magomedsultanov,
4,20,116,7,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,MIN-ANA-BUF,G,CAN,74,190,QMJHL,Rouyn-Noranda,2025,2026-01-02T20:32:03.315224,NHL Draft API,Buffalo Sabres,Sabres de Buffalo,Sabres,Buffalo,de Buffalo,BUF,Samuel,Meloche,
4,21,117,22,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,OTT-EDM-VAN-EDM,LW,DEU,74,177,WHL,Saskatoon,2025,2026-01-02T20:32:03.315224,NHL Draft API,Edmonton Oilers,Oilers d'Edmonton,Oilers,Edmonton,d'Edmonton,EDM,David,Lewandowski,
4,22,118,21,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,https://assets.nhle.com/logos/nhl/svg/COL_dark.svg,COL,D,SWE,75,183,SWEDEN-JR.,Lulea Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Colorado Avalanche,Avalanche du Colorado,Avalanche,Colorado,du Colorado,COL,Linus,Funck,
4,23,119,17,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,TBL-DET,LW,SVK,71,189,SWEDEN-JR.,Brynas Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Detroit Red Wings,Red Wings de Detroit,Red Wings,Detroit,de Detroit,DET,Michal,Svrcek,
4,24,120,26,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,LAK,D,USA,74,204,USHL,Lincoln,2025,2026-01-02T20:32:03.315224,NHL Draft API,Los Angeles Kings,Kings de Los Angeles,Kings,Los Angeles,de Los Angeles,LAK,Caeden,Herrington,
4,25,121,30,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,TOR-MIN,RW,CAN,73,180,OHL,North Bay,2025,2026-01-02T20:32:03.315224,NHL Draft API,Minnesota Wild,Wild du Minnesota,Wild,Minnesota,du Minnesota,MIN,Lirim,Amidovski,
4,26,122,18,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,https://assets.nhle.com/logos/nhl/svg/NSH_dark.svg,VGK-NSH,D,CAN,72,170,QMJHL,Chicoutimi,2025,2026-01-02T20:32:03.315224,NHL Draft API,Nashville Predators,Predators de Nashville,Predators,Nashville,de Nashville,NSH,Alex,Huang,
4,27,123,30,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,WSH-MIN,C,CAN,75,180,WHL,Brandon,2025,2026-01-02T20:32:03.315224,NHL Draft API,Minnesota Wild,Wild du Minnesota,Wild,Minnesota,du Minnesota,MIN,Carter,Klippenstein,
4,28,124,28,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,WPG-SJS-DAL-SJS,D,USA,73,180,NCHC,Western Michigan,2025,2026-01-02T20:32:03.315224,NHL Draft API,San Jose Sharks,Sharks de San Jose,Sharks,San Jose,de San Jose,SJS,Zachary,Sharp,
4,29,125,26,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,CAR-LAK,C,CAN,72,175,OHL,Flint,2025,2026-01-02T20:32:03.315224,NHL Draft API,Los Angeles Kings,Kings de Los Angeles,Kings,Los Angeles,de Los Angeles,LAK,Jimmy,Lombardi,
4,30,126,25,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,DAL-NYR-SEA-DAL,C,USA,74,185,WHL,Calgary,2025,2026-01-02T20:32:03.315224,NHL Draft API,Dallas Stars,Stars de Dallas,Stars,Dallas,de Dallas,DAL,Brandon,Gorzynski,
4,31,127,14,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,https://assets.nhle.com/logos/nhl/svg/TBL_dark.svg,EDM-TBL,C,CAN,74,182,WHL,Prince George,2025,2026-01-02T20:32:03.315224,NHL Draft API,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,Tampa Bay,de Tampa Bay,TBL,Aiden,Foster,
4,32,128,13,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,FLA,LW,CAN,74,208,WHL,Everett,2025,2026-01-02T20:32:03.315224,NHL Draft API,Florida Panthers,Panthers de la Floride,Panthers,Florida,de la Floride,FLA,Shea,Busch,
5,1,129,13,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,SJS-FLA,RW,CAN,73,200,OHL,North Bay,2025,2026-01-02T20:32:03.315224,NHL Draft API,Florida Panthers,Panthers de la Floride,Panthers,Florida,de la Floride,FLA,Shamar,Moses,
5,2,130,5,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,CHI-TOR-WSH-PIT,C,CAN,72,177,WHL,Portland,2025,2026-01-02T20:32:03.315224,NHL Draft API,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,Pittsburgh,de Pittsburgh,PIT,Ryan,Miller,
5,3,131,22,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,NSH-EDM,D,USA,73,200,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Edmonton Oilers,Oilers d'Edmonton,Oilers,Edmonton,d'Edmonton,EDM,Asher,Barnett,
5,4,132,4,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,https://assets.nhle.com/logos/nhl/svg/PHI_dark.svg,PHI,LW,FIN,71,161,SWEDEN-JR.,Frolunda Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Philadelphia Flyers,Flyers de Philadelphie,Flyers,Philadelphia,de Philadelphie,PHI,Max,Westergard,
5,5,133,6,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_20242025-20242025_dark.svg,BOS,C,CAN,74,176,QMJHL,Shawinigan,2025,2026-01-02T20:32:03.315224,NHL Draft API,Boston Bruins,Bruins de Boston,Bruins,Boston,de Boston,BOS,Cole,Chandler,
5,6,134,55,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,https://assets.nhle.com/logos/nhl/svg/SEA_dark.svg,SEA,D,RUS,74,198,RUSSIA-JR.,Ufa Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Seattle Kraken,Kraken de Seattle,Kraken,Seattle,de Seattle,SEA,Maxim,Agafonov,
5,7,135,7,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,BUF,D,CAN,73,187,QMJHL,Acadie-Bathurst,2025,2026-01-02T20:32:03.315224,NHL Draft API,Buffalo Sabres,Sabres de Buffalo,Sabres,Buffalo,de Buffalo,BUF,Noah,Laberge,
5,8,136,24,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,ANA,D,CAN,76,197,QMJHL,Baie Comeau,2025,2026-01-02T20:32:03.315224,NHL Draft API,Anaheim Ducks,Ducks d'Anaheim,Ducks,Anaheim,d'Anaheim,ANA,Alexis,Mathieu,
5,9,137,10,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,PIT-TOR,RW,CHN,76,225,NTDP - USHL,USA U-18,2025,2026-01-02T20:32:03.315224,NHL Draft API,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,Toronto,de Toronto,TOR,William,Belle,
5,10,138,2,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,NYI,D,USA,73,191,USHL,Fargo,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Islanders,Islanders de New York,Islanders,New York,de New York,NYI,Sam,Laurila,
5,11,139,3,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,NYR,D,SWE,74,198,SWEDEN-JR.,Skelleftea Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,New York Rangers,Rangers de New York,Rangers,New York,de New York,NYR,Zeb,Lindgren,
5,12,140,17,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,DET,D,RUS,72,174,RUSSIA-JR.,Spartak Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Detroit Red Wings,Red Wings de Detroit,Red Wings,Detroit,de Detroit,DET,Nikita,Tyurin,
5,13,141,30,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,CBJ-MIN,D,CAN,76,208,WHL,Victoria,2025,2026-01-02T20:32:03.315224,NHL Draft API,Minnesota Wild,Wild du Minnesota,Wild,Minnesota,du Minnesota,MIN,Justin,Kipkie,
5,14,142,68,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg?season=20252026,UTA,G,RUS,75,185,RUSSIA-JR.,Ufa Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Utah Mammoth,Mammoth de l'Utah,Mammoth,Utah,de l'Utah,UTA,Ivan,Tkach-Tkachenko,
5,15,143,23,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,https://assets.nhle.com/logos/nhl/svg/VAN_dark.svg,VAN,C,SWE,72,165,SWEDEN-JR.,Djurgarden Jr.,2025,2026-01-02T20:32:03.315224,NHL Draft API,Vancouver Canucks,Canucks de Vancouver,Canucks,Vancouver,de Vancouver,VAN,Wilson,Bjorck,
5,16,144,20,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,https://assets.nhle.com/logos/nhl/svg/CGY_dark.svg,CGY,LW,USA,70,180,USHL,Sioux Falls,2025,2026-01-02T20:32:03.315224,NHL Draft API,Calgary Flames,Flames de Calgary,Flames,Calgary,de Calgary,CGY,Ethan,Wyttenbach,
5,17,145,8,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,MTL,G,CAN,75,195,QMJHL,Cape Breton,2025,2026-01-02T20:32:03.315224,NHL Draft API,Montréal Canadiens,Canadiens de Montréal,Canadiens,Montréal,de Montréal,MTL,Alexis,Cournoyer,
