id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,tvBroadcasts,threeMinRecap,threeMinRecapFr,condensedGame,condensedGameFr,gameCenterLink,scrapedOn,source,venue.default,awayTeam.id,awayTeam.commonName.default,awayTeam.placeName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.logo,awayTeam.darkLogo,awayTeam.awaySplitSquad,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.logo,homeTeam.darkLogo,homeTeam.homeSplitSquad,homeTeam.score,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalie.firstInitial.default,winningGoalie.lastName.default,awayTeam.placeName.fr,winningGoalie.lastName.cs,winningGoalie.lastName.fi,winningGoalie.lastName.sk,winningGoalie.lastName.sv,winningGoalScorer.playerId,winningGoalScorer.firstInitial.default,winningGoalScorer.lastName.default,venue.fr,homeTeam.commonName.fr,awayTeam.commonName.fr,homeTeam.hotelLink,homeTeam.hotelDesc,awayTeam.airlineLink,awayTeam.airlineDesc,awayTeam.hotelLink,awayTeam.hotelDesc,homeTeam.airlineLink,homeTeam.airlineDesc,homeTeam.placeName.fr,ticketsLink,ticketsLinkFr,awayTeam.radioLink,homeTeam.radioLink,awayTeam.promoLink,awayTeam.promoDesc,homeTeam.promoLink,homeTeam.promoDesc,venue.es
2025020969,20252026,2,2026-03-03,False,2026-03-04T03:00:00Z,-05:00,-08:00,US/Pacific,FUT,OK,"[{'id': 131, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 314, 'market': 'H', 'countryCode': 'US', 'network': 'NBCSCA', 'sequenceNumber': 393}]",,,,,/gamecenter/mtl-vs-sjs/2026/03/03/2025020969,2026-01-02T20:32:02.094225,NHL Schedule API,SAP Center at San Jose,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,28,Sharks,San Jose,San Jose,de San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,False,,REG,3,,,,,,,,,,,,,SAP Center de San Jose,,,,,,,,,,,,https://www.ticketmaster.com/event/1C0062DEEDFF7231?brand=sharks&artistid=806018&wt.mc_id=NHL_TEAM_SJS_SCHEDULE_GM30&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_SJS&utm_content=SCHEDULE_GM30,https://www.ticketmaster.com/event/1C0062DEEDFF7231?brand=sharks&artistid=806018&wt.mc_id=NHL_TEAM_SJS_SCHEDULE_GM30&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_SJS&utm_content=SCHEDULE_GM30,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/SJS/20252026/SJS-radio.m3u8,,,,,SAP Center en San Jose
2025020987,20252026,2,2026-03-06,False,2026-03-07T02:00:00Z,-05:00,-08:00,America/Los_Angeles,FUT,OK,"[{'id': 131, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 553, 'market': 'H', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 382}, {'id': 219, 'market': 'H', 'countryCode': 'US', 'network': 'KCOP-13', 'sequenceNumber': 656}]",,,,,/gamecenter/mtl-vs-ana/2026/03/06/2025020987,2026-01-02T20:32:02.094225,NHL Schedule API,Honda Center,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,24,Ducks,Anaheim,Anaheim,d'Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.com/event/090062EC147361BE?brand=ducks&artistid=805893&wt.mc_id=NHL_TEAM_ANA_SCHEDULE_GM32&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_ANA&utm_content=SCHEDULE_GM32,https://www.ticketmaster.com/event/090062EC147361BE?brand=ducks&artistid=805893&wt.mc_id=NHL_TEAM_ANA_SCHEDULE_GM32&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_ANA&utm_content=SCHEDULE_GM32,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/ANA/20252026/ANA-radio.m3u8,,,https://pages.info.anaheimducks.com/GroupTicket-2526,CS Long Beach Night,
2025020997,20252026,2,2026-03-07,False,2026-03-08T00:00:00Z,-05:00,-08:00,America/Los_Angeles,FUT,OK,"[{'id': 286, 'market': 'N', 'countryCode': 'CA', 'network': 'CITY', 'sequenceNumber': 26}, {'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 564, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNW', 'sequenceNumber': 288}, {'id': 22, 'market': 'H', 'countryCode': 'US', 'network': 'KCAL', 'sequenceNumber': 655}]",,,,,/gamecenter/mtl-vs-lak/2026/03/07/2025020997,2026-01-02T20:32:02.094225,NHL Schedule API,Crypto.com Arena,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,26,Kings,Los Angeles,Los Angeles,de Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.axs.com/events/1044294/33-la-kings-vs-Montreal-Canadiens-tickets?skin=lakings&cpch=LAKSCHED&cpdn=website&cpdate=LAK260307&cpsrc=single-game&utm_source=LAKSCHED&utm_medium=website&utm_campaign=single-game&utm_content=LAK250322&tags=LAKWEB,https://www.axs.com/events/1044294/33-la-kings-vs-Montreal-Canadiens-tickets?skin=lakings&cpch=LAKSCHED&cpdn=website&cpdate=LAK260307&cpsrc=single-game&utm_source=LAKSCHED&utm_medium=website&utm_campaign=single-game&utm_content=LAK250322&tags=LAKWEB,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/LAK/20252026/LAK-radio.m3u8,,,,,
2025021014,20252026,2,2026-03-10,False,2026-03-10T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 288, 'market': 'N', 'countryCode': 'CA', 'network': 'SNO', 'sequenceNumber': 31}, {'id': 290, 'market': 'N', 'countryCode': 'CA', 'network': 'SNP', 'sequenceNumber': 33}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}]",,,,,/gamecenter/tor-vs-mtl/2026/03/10/2025021014,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,10,Maple Leafs,Toronto,Toronto,de Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,"https://marriott.com/search/findHotels.mi?destinationAddress.destination=CENTRE+BELL,+MONTREAL,+QUEBEC,+CANADA&cid=DIS_GLB0006YJ8_GLE000GVLH_GLF00157GO",Stay at Marriott,,,,https://www.ticketmaster.ca/event/310062F6867017C6?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM31&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM31,https://www.ticketmaster.ca/event/310062F6867017C6?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM31&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM31,https://d2igy0yla8zi0u.cloudfront.net/TOR/20252026/TOR-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021025,20252026,2,2026-03-11,False,2026-03-11T23:30:00Z,-04:00,-04:00,US/Eastern,FUT,OK,"[{'id': 282, 'market': 'N', 'countryCode': 'CA', 'network': 'SN', 'sequenceNumber': 101}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}]",,,,,/gamecenter/mtl-vs-ott/2026/03/11/2025021025,2026-01-02T20:32:02.094225,NHL Schedule API,Canadian Tire Centre,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,9,Senators,Ottawa,Ottawa,d'Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,False,,REG,3,,,,,,,,,,,,,Centre Canadian Tire,Sénateurs,,,,,,,,,,,https://www.ticketmaster.ca/event/31006305A16522DA?brand=ottawasenators&artistid=805997&landing=s&wt.mc_id=NHL_TEAM_OTT_SGT_PG_GM30&&utm_source=sens_website&utm_medium=schedule&utm_campaign=03112026_mtl,https://www.nhl.com/fr/senators/tickets/,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/OTT/20252026/OTT-radio.m3u8,,,,,
2025021048,20252026,2,2026-03-14,False,2026-03-14T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 286, 'market': 'N', 'countryCode': 'CA', 'network': 'CITY', 'sequenceNumber': 26}, {'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 314, 'market': 'A', 'countryCode': 'US', 'network': 'NBCSCA', 'sequenceNumber': 393}]",,,,,/gamecenter/sjs-vs-mtl/2026/03/14/2025021048,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,28,Sharks,San Jose,San Jose,de San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.ca/event/310062F6867217FD?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM32&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM32,https://www.ticketmaster.ca/event/310062F6867217FD?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM32&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM32,https://d2igy0yla8zi0u.cloudfront.net/SJS/20252026/SJS-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021059,20252026,2,2026-03-15,False,2026-03-15T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 131, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 553, 'market': 'A', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 382}, {'id': 219, 'market': 'A', 'countryCode': 'US', 'network': 'KCOP-13', 'sequenceNumber': 656}]",,,,,/gamecenter/ana-vs-mtl/2026/03/15/2025021059,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,24,Ducks,Anaheim,Anaheim,d'Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.ca/event/310062F68674180B?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM33&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM33,https://www.ticketmaster.ca/event/310062F68674180B?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM33&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM33,https://d2igy0yla8zi0u.cloudfront.net/ANA/20252026/ANA-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021069,20252026,2,2026-03-17,False,2026-03-17T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 131, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 31, 'market': 'A', 'countryCode': 'US', 'network': 'NESN', 'sequenceNumber': 405}]",,,,,/gamecenter/bos-vs-mtl/2026/03/17/2025021069,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,6,Bruins,Boston,Boston,de Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/BOS_dark.svg?season=20252026,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.ca/event/310062F68677184A?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM34&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM34,https://www.ticketmaster.ca/event/310062F68677184A?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM34&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM34,https://d2igy0yla8zi0u.cloudfront.net/BOS/20252026/BOS-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021085,20252026,2,2026-03-19,False,2026-03-19T23:00:00Z,-04:00,-04:00,America/Detroit,FUT,OK,"[{'id': 131, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 562, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNDET', 'sequenceNumber': 282}]",,,,,/gamecenter/mtl-vs-det/2026/03/19/2025021085,2026-01-02T20:32:02.094225,NHL Schedule API,Little Caesars Arena,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,17,Red Wings,Detroit,Detroit,de Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg?season=20252026,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.com/event/080062EAAC6F2C58?brand=redwings&artistid=805938&wt.mc_id=NHL_TEAM_DET_SCHEDULE_GM34&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_DET&utm_content=SCHEDULE_GM34,https://www.ticketmaster.com/event/080062EAAC6F2C58?brand=redwings&artistid=805938&wt.mc_id=NHL_TEAM_DET_SCHEDULE_GM34&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_DET&utm_content=SCHEDULE_GM34,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/DET/20252026/DET-radio.m3u8,,,,,
2025021105,20252026,2,2026-03-21,False,2026-03-21T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 286, 'market': 'N', 'countryCode': 'CA', 'network': 'CITY', 'sequenceNumber': 26}, {'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 409, 'market': 'A', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 411}]",,,,,/gamecenter/nyi-vs-mtl/2026/03/21/2025021105,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,2,Islanders,New York,New York,de New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,https://www.jetblue.com/en/flights-to-islanders-away-games?utm_source=nyi_website&utm_medium=organic_web&utm_campaign=nyi_belmontdepositcampaign&utm_content=schedulepage-mtl-032126,FLY JETBLUE,,,,,,https://www.ticketmaster.ca/event/310062F6867A1851?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM35&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM35,https://www.ticketmaster.ca/event/310062F6867A1851?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM35&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM35,https://d2igy0yla8zi0u.cloudfront.net/NYI/20252026/NYI-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021121,20252026,2,2026-03-24,False,2026-03-24T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 131, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 561, 'market': 'A', 'countryCode': 'US', 'network': 'FDSNSO', 'sequenceNumber': 202}]",,,,,/gamecenter/car-vs-mtl/2026/03/24/2025021121,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,12,Hurricanes,Carolina,Carolina,de la Caroline,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,https://assets.nhle.com/logos/nhl/svg/CAR_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,Caroline,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.ca/event/310062F6867B188F?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM36&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM36,https://www.ticketmaster.ca/event/310062F6867B188F?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM36&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM36,https://d2igy0yla8zi0u.cloudfront.net/CAR/20252026/CAR-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,https://www.nhl.com/fr/canadiens/tickets/promotions-et-soirees-evenements,Soirée bobblehead Jake Evans présentée par RONA,
2025021137,20252026,2,2026-03-26,False,2026-03-26T23:00:00Z,-04:00,-04:00,America/Montreal,FUT,OK,"[{'id': 131, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 565, 'market': 'A', 'countryCode': 'US', 'network': 'FDSNOH', 'sequenceNumber': 286}]",,,,,/gamecenter/cbj-vs-mtl/2026/03/26/2025021137,2026-01-02T20:32:02.094225,NHL Schedule API,Centre Bell,29,Blue Jackets,Columbus,Columbus,de Columbus,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,https://assets.nhle.com/logos/nhl/svg/CBJ_dark.svg,False,,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.ca/event/310062F6867D18DC?lang=en-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM37&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM37,https://www.ticketmaster.ca/event/310062F6867D18DC?lang=fr-ca&brand=canadiens&artistid=805975&wt.mc_id=NHL_TEAM_MTL_SCHEDULE_GM37&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_MTL&utm_content=SCHEDULE_GM37,https://d2igy0yla8zi0u.cloudfront.net/CBJ/20252026/CBJ-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,,,,,
2025021161,20252026,2,2026-03-28,False,2026-03-28T23:00:00Z,-04:00,-05:00,US/Central,FUT,OK,"[{'id': 286, 'market': 'N', 'countryCode': 'CA', 'network': 'CITY', 'sequenceNumber': 26}, {'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 561, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNSO', 'sequenceNumber': 202}]",,,,,/gamecenter/mtl-vs-nsh/2026/03/28/2025021161,2026-01-02T20:32:02.094225,NHL Schedule API,Bridgestone Arena,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,18,Predators,Nashville,Nashville,de Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,https://assets.nhle.com/logos/nhl/svg/NSH_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ticketmaster.com/event/1B006314D83A6E37?brand=predators&artistid=805978&wt.mc_id=NHL_TEAM_NSH_SCHEDULE_GM38&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_NSH&utm_content=SCHEDULE_GM38,https://www.ticketmaster.com/event/1B006314D83A6E37?brand=predators&artistid=805978&wt.mc_id=NHL_TEAM_NSH_SCHEDULE_GM38&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_NSH&utm_content=SCHEDULE_GM38,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/NSH/20252026/NSH-radio.m3u8,,,https://www.nhl.com/predators/tickets/bobblehead-series,Carrie Underwood & Mike Fisher Bobblehead Night,
2025021169,20252026,2,2026-03-29,False,2026-03-29T21:00:00Z,-04:00,-04:00,US/Eastern,FUT,OK,"[{'id': 131, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 561, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNSO', 'sequenceNumber': 202}]",,,,,/gamecenter/mtl-vs-car/2026/03/29/2025021169,2026-01-02T20:32:02.094225,NHL Schedule API,Lenovo Center,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,,12,Hurricanes,Carolina,Carolina,de la Caroline,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,https://assets.nhle.com/logos/nhl/svg/CAR_dark.svg,False,,REG,3,,,,,,,,,,,,,,,,https://cmchotels.com/hurricanes/,Hotel Partners,,,,,,,Caroline,https://www.ticketmaster.com/event/2D0062F0B8F99414?brand=carolinahurricanes&artistid=805908&wt.mc_id=NHL_TEAM_CAR_SCHEDULE_GM38&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_CAR&utm_content=SCHEDULE_GM38,https://www.ticketmaster.com/event/2D0062F0B8F99414?brand=carolinahurricanes&artistid=805908&wt.mc_id=NHL_TEAM_CAR_SCHEDULE_GM38&utm_source=NHL.com&utm_medium=client&utm_campaign=NHL_TEAM_CAR&utm_content=SCHEDULE_GM38,https://d2igy0yla8zi0u.cloudfront.net/MTL/20252026/MTL-radio.m3u8,https://d2igy0yla8zi0u.cloudfront.net/CAR/20252026/CAR-radio.m3u8,,,,,
